904,7
4374,28
990,12
5064,0
4420,49
972,0
922,6
3038,5
858,22
4950,26
468,27
14812,2
4574,0
7126,1
14790,0
2190,4
6552,1
2270,1
7134,1
15326,4
28,687
4678,6
4370,172
90,112
4958,3
2252,14
13260,0
13278,0
6616,0
13146,0
2506,0
13142,6
6558,0
4558,0
6862,0
14798,0
6550,0
4556,0
4812,0
15258,0
862,47
286,29
76,971
78,138
92,148
94,194
282,412
346,27
348,59
350,61
394,35
406,14
410,89
412,12
414,10
460,21
462,3
478,19
2184,196
332,177
334,19
404,173
470,27
344,87
408,70
472,3
474,7
476,4
926,9
396,48
906,11
910,2
2186,87
2204,8
2206,2
2254,6
6356,0
2458,17
2526,8
2510,1
4698,0
2524,3
328,165
330,0
4438,33
4444,4
4446,3
4430,0
4550,0
4422,10
4424,35
4700,0
4702,1
4954,2
5014,0
5018,2
5022,0
5086,0
4998,0
4382,0
6554,4
7128,0
15310,0
6622,3
4548,14
5070,0
6606,0
206,15
6854,0
398,0
4428,3
4764,0
4766,0
4682,0
4434,28
4436,46
4564,3
4566,2
4442,5
5078,2
5082,2
5084,0
392,255
4426,0
2462,0
390,12
4742,0
6874,0
4814,0
6614,0
6618,0
6620,3
6358,0
222,18
13150,0
2202,23
6598,0
5066,0
6342,0
5012,0
30,306
6878,2
4686,0
74,750
4946,28
5058,0
5010,3
5074,0
5004,0
4440,12
6348,2
6350,1
6366,1
4748,0
4750,0
5076,2
4418,0
4994,0
4830,0
6364,1
4740,0
5062,0
5016,10
5080,0
5068,0
7130,1
4692,7
6604,10
5006,0
31710,0
204,68
14814,2
454,7
6602,0
6858,0
4694,21
13148,0
5020,1
14678,0
4562,0
15262,2
458,0
908,0
456,26
5002,1
6876,1
14810,0
4952,0
14686,0
13262,0
856,10
6870,0
280,580
974,3
4546,0
924,2
4758,0
14,583
4572,0
