904,6
4374,0
990,0
5064,0
4420,5
972,0
922,0
3038,0
858,2
4950,0
468,0
14812,0
4574,0
7126,0
14790,0
2190,0
6552,1
2270,0
7134,0
15326,0
28,884
4678,5
4370,5
90,236
4958,0
2252,3
13260,0
13278,0
6616,1
13146,0
2506,0
13142,0
6558,0
4558,0
6862,0
14798,0
6550,0
4556,0
4812,0
15258,0
862,0
286,0
76,102
78,38
92,26
94,29
282,132
346,37
348,80
350,55
394,16
406,0
410,5
412,3
414,0
460,0
462,0
478,2
2184,6
332,90
334,13
404,7
470,24
344,19
408,11
472,0
474,1
476,0
926,0
396,0
906,0
910,0
2186,2
2204,0
2206,0
2254,2
6356,0
2458,0
2526,0
2510,0
4698,0
2524,0
328,81
330,0
4438,4
4444,0
4446,0
4430,0
4550,0
4422,3
4424,2
4700,0
4702,0
4954,0
5014,0
5018,1
5022,0
5086,0
4998,0
4382,0
6554,3
7128,0
15310,0
6622,1
4548,2
5070,0
6606,0
206,0
6854,0
398,0
4428,0
4764,0
4766,0
4682,0
4434,3
4436,8
4564,0
4566,0
4442,0
5078,0
5082,0
5084,0
392,18
4426,0
2462,0
390,4
4742,0
6874,0
4814,0
6614,1
6618,2
6620,1
6358,0
222,0
13150,0
2202,0
6598,0
5066,0
6342,0
5012,0
30,551
6878,0
4686,0
74,261
4946,1
5058,0
5010,1
5074,0
5004,0
4440,0
6348,1
6350,0
6366,0
4748,0
4750,0
5076,0
4418,0
4994,0
4830,0
6364,1
4740,0
5062,0
5016,0
5080,0
5068,0
7130,0
4692,0
6604,0
5006,0
31710,0
204,0
14814,0
454,0
6602,0
6858,0
4694,5
13148,0
5020,0
14678,0
4562,0
15262,0
458,0
908,0
456,0
5002,0
6876,0
14810,0
4952,0
14686,0
13262,0
856,2
6870,0
280,125
974,0
4546,0
924,0
4758,0
14,1473
4572,0
