1.052488312125205994e-01,-7.899799942970275879e-02,3.104867786169052124e-02,2.803813666105270386e-02
-1.130956840515136719e+01,3.050276279449462891e+00,2.894431114196777344e+00,-2.816063165664672852e-01
1.172260195016860962e-01,5.012349225580692291e-03,2.201498113572597504e-02,-1.384331472218036652e-02
1.110916435718536377e-01,9.927886724472045898e-02,1.091544330120086670e-02,-2.544882148504257202e-02
-2.134090423583984375e+00,-5.506447553634643555e-01,1.404694318771362305e+00,2.178105264902114868e-01
-1.687665581703186035e+00,-7.305288910865783691e-01,1.539814949035644531e+00,4.388028383255004883e-01
-9.553752899169921875e+00,1.512265086174011230e+00,6.357542872428894043e-01,1.525694131851196289e+00
6.495917588472366333e-02,7.839465513825416565e-03,3.617766126990318298e-02,-1.103615462779998779e-01
-1.845395088195800781e+00,-6.855977177619934082e-01,1.407952070236206055e+00,7.838518023490905762e-01
-1.457172870635986328e+01,2.714397907257080078e+00,3.942096471786499023e+00,-2.026149034500122070e+00
-1.778063893318176270e+00,-6.973084807395935059e-01,1.630769014358520508e+00,4.407282769680023193e-01
-5.348426342010498047e+00,-4.655920505523681641e+00,6.710160732269287109e+00,1.672808647155761719e+01
-5.714403629302978516e+00,3.859493732452392578e+00,1.637094879150390625e+01,-3.879912376403808594e+00
-4.048273086547851562e+00,-8.824415206909179688e+00,3.507891654968261719e+00,9.231510162353515625e+00
-4.585370063781738281e+00,5.661029815673828125e+00,1.097245597839355469e+01,6.253783702850341797e+00
-1.287540793418884277e+00,2.749202013015747070e+00,1.407560920715332031e+01,3.952815532684326172e+00
-5.464839458465576172e+00,1.881210684776306152e+00,6.828640460968017578e+00,1.308496475219726562e+01
-5.253106355667114258e-01,-8.896543383598327637e-01,8.284181952476501465e-01,-1.684004515409469604e-01
9.594167768955230713e-02,6.311759352684020996e-02,-4.068665578961372375e-02,-1.207696050405502319e-01
-6.193521976470947266e+00,-8.371981620788574219e+00,4.187578678131103516e+00,-2.992463111877441406e+00
-2.902472019195556641e+00,-4.272540569305419922e+00,1.626426458358764648e+00,-1.079102635383605957e+00
-1.379117965698242188e+00,-4.560735702514648438e+00,3.225684881210327148e+00,-3.215270042419433594e-01
-1.649021625518798828e+00,-1.309183716773986816e+00,1.615573167800903320e+00,-9.180498123168945312e-02
-1.547192573547363281e+00,-6.682396531105041504e-01,1.582980275154113770e+00,5.375608205795288086e-01
-1.580638766288757324e+00,-7.810439467430114746e-01,1.711084485054016113e+00,6.077219843864440918e-01
3.841383755207061768e-02,-9.387301445007324219e+00,9.206767082214355469e+00,3.534034729003906250e+00
-1.429613590240478516e+00,1.733762860298156738e+00,3.342056751251220703e+00,-6.885528564453125000e-02
-2.288063049316406250e+00,1.045439124107360840e+00,2.615862131118774414e+00,-1.481981992721557617e+00
-1.410447955131530762e+00,-1.789300322532653809e+00,1.068292021751403809e+00,-4.305973947048187256e-01
-1.191143989562988281e+00,2.206354141235351562e+00,5.309886455535888672e+00,1.713123321533203125e+00
-1.412780880928039551e+00,2.499251365661621094e+00,5.942994594573974609e+00,2.088135957717895508e+00
-1.228511142730712891e+01,-2.410618305206298828e+00,9.881433486938476562e+00,4.039008617401123047e+00
-8.019429445266723633e-01,-3.540879249572753906e+00,2.254294157028198242e+00,1.706791371107101440e-01
-9.971457481384277344e+00,-7.882139682769775391e+00,-3.981620371341705322e-01,3.746228218078613281e+00
-4.865235805511474609e+00,-2.593023300170898438e+00,1.087431526184082031e+01,-6.491588592529296875e+00
-8.666297197341918945e-01,-4.450548887252807617e-01,9.450777769088745117e-01,3.008459210395812988e-01
-1.469648480415344238e+00,-3.176539421081542969e+00,1.861857414245605469e+00,-4.214066565036773682e-01
-2.612903118133544922e+00,2.810406446456909180e+00,5.136392116546630859e+00,3.682263940572738647e-02
-4.294843673706054688e+00,1.762470364570617676e+00,4.620874404907226562e+00,-2.719016790390014648e+00
-1.596126914024353027e+00,-2.295222043991088867e+00,1.374640822410583496e+00,-4.764787256717681885e-01
1.834304537624120712e-03,2.369170449674129486e-02,-2.320326864719390869e-02,7.006516307592391968e-02
-1.556271672248840332e+00,-1.796926617622375488e+00,1.137061476707458496e+00,-4.744020104408264160e-01
-1.639054179191589355e+00,-1.825029730796813965e+00,1.174611091613769531e+00,-5.858847498893737793e-01
-7.196016311645507812e+00,-1.374083995819091797e+01,3.576653003692626953e+00,3.116155862808227539e+00
-6.205662727355957031e+00,-5.612383842468261719e+00,3.390387058258056641e+00,-3.838834047317504883e+00
-8.491254806518554688e+00,-6.520673751831054688e+00,3.639844894409179688e+00,-4.493379116058349609e+00
6.259200721979141235e-02,-3.729994595050811768e-02,-7.630667090415954590e-02,5.009073391556739807e-02
8.173450082540512085e-02,-9.939227253198623657e-02,8.850634098052978516e-02,-1.065462529659271240e-01
-4.761468410491943359e+00,4.705169677734375000e+00,8.289371490478515625e+00,2.189872562885284424e-01
-8.505337715148925781e+00,2.216884613037109375e+00,9.596578598022460938e+00,-6.080599784851074219e+00
5.337272882461547852e-01,-4.740811824798583984e+00,1.258868789672851562e+01,-9.182758629322052002e-02
-9.609391540288925171e-02,-5.672516301274299622e-03,-2.417417708784341812e-03,1.014203019440174103e-02
-3.962047696113586426e-01,-1.607030749320983887e+00,3.086591482162475586e+00,4.613013267517089844e-01
-1.235068202018737793e+00,-9.904989600181579590e-01,1.945239901542663574e+00,6.794143915176391602e-01
-1.550140857696533203e+00,-8.732247352600097656e-01,1.669658541679382324e+00,7.009379267692565918e-01
1.105619315057992935e-02,9.597063064575195312e-02,1.103504672646522522e-01,1.045827940106391907e-01
-1.438611149787902832e+00,-7.565689086914062500e-01,1.629444003105163574e+00,3.630367815494537354e-01
-1.460229516029357910e+00,-1.063205003738403320e+00,1.650214910507202148e+00,4.763849079608917236e-01
4.857114702463150024e-02,-3.199573233723640442e-02,1.702652871608734131e-02,-1.292020548135042191e-02
7.090610265731811523e-02,-8.112629503011703491e-02,-9.282580763101577759e-02,3.196601569652557373e-02
8.452550321817398071e-02,1.629979722201824188e-02,4.044467583298683167e-02,3.044842369854450226e-02
1.163110807538032532e-01,6.658244132995605469e-02,-7.648167759180068970e-02,1.161067262291908264e-01
-1.474161744117736816e+00,-1.325573086738586426e+00,1.563043117523193359e+00,5.617890954017639160e-01
-1.586667060852050781e+00,-1.054050087928771973e+00,1.608659267425537109e+00,3.702555596828460693e-01
-1.502787113189697266e+00,-1.212635517120361328e+00,1.632106304168701172e+00,2.363764196634292603e-01
1.669271104037761688e-02,8.528301864862442017e-02,-1.064760796725749969e-02,5.533595755696296692e-02
-1.601112723350524902e+00,-1.729167342185974121e+00,1.458299279212951660e+00,4.601806700229644775e-01
-1.525321364402770996e+00,-7.292273640632629395e-01,1.843673706054687500e+00,2.423490285873413086e-01
-1.411980390548706055e+00,-8.205147981643676758e-01,1.863305568695068359e+00,3.803044855594635010e-01
-1.794367909431457520e+00,-2.803229331970214844e+00,9.230425357818603516e-01,1.258265495300292969e+00
-7.260029911994934082e-01,-3.909600019454956055e+00,3.897488355636596680e+00,-4.808441996574401855e-01
-1.282591342926025391e+00,-9.754264354705810547e-01,1.962088823318481445e+00,6.922590732574462891e-01
-1.273572683334350586e+00,-1.048827648162841797e+00,2.073504447937011719e+00,2.383792698383331299e-01
-1.527949452400207520e+00,-7.668759822845458984e-01,1.666700005531311035e+00,4.330609738826751709e-01
3.862990438938140869e-02,2.763859555125236511e-02,-6.898529827594757080e-02,-4.323573037981987000e-02
1.190891116857528687e-01,8.441718667745590210e-02,-1.188633143901824951e-01,7.860101014375686646e-02
1.874081790447235107e-01,-5.705314874649047852e-01,1.013800048828125000e+01,7.363332509994506836e-01
-7.404430955648422241e-02,-6.809879839420318604e-02,7.577252388000488281e-02,3.476795554161071777e-02
-1.207940578460693359e-01,-4.952582344412803650e-02,-1.036837771534919739e-01,-9.386789798736572266e-02
-3.501025587320327759e-02,-8.789940923452377319e-02,-1.610527047887444496e-03,6.259189546108245850e-02
-9.061210788786411285e-03,1.732613518834114075e-02,-4.897551611065864563e-02,-1.228116229176521301e-01
-6.594832241535186768e-02,9.996867179870605469e-02,2.781149465590715408e-03,5.062070861458778381e-02
2.643730491399765015e-02,8.137314021587371826e-02,-5.039752647280693054e-02,1.030947715044021606e-01
-5.763304978609085083e-02,-8.175652474164962769e-02,7.539582997560501099e-02,8.347217738628387451e-02
-7.886086404323577881e-02,-3.478831797838211060e-02,2.147452533245086670e-02,-6.098171323537826538e-02
-1.018119975924491882e-01,3.970176726579666138e-02,1.091760545969009399e-01,5.657882615923881531e-02
-4.166288971900939941e-01,-3.290907382965087891e+00,2.371526479721069336e+00,2.036962985992431641e+00
-1.205403208732604980e+00,-1.291888594627380371e+00,2.065960645675659180e+00,3.535709977149963379e-01
-6.956659793853759766e+00,-6.291464328765869141e+00,4.329299926757812500e-01,-4.237490892410278320e-02
4.962673187255859375e-01,-1.046571135520935059e+00,7.397589206695556641e+00,6.273022890090942383e-01
5.117462202906608582e-02,-5.362907424569129944e-02,-9.436351805925369263e-02,-2.382457070052623749e-02
9.685614146292209625e-03,-8.016998320817947388e-02,6.893640756607055664e-02,1.217458471655845642e-01
-1.733317039906978607e-03,8.110045641660690308e-02,-1.954580098390579224e-02,-9.898797422647476196e-02
6.033693626523017883e-02,-4.551601409912109375e-02,-1.100056245923042297e-01,-4.519099742174148560e-02
1.137335505336523056e-02,-4.550066962838172913e-02,4.910507798194885254e-02,-4.962239786982536316e-02
-7.566361874341964722e-02,-8.286233991384506226e-02,-1.869278145022690296e-03,1.227499693632125854e-01
-2.169939503073692322e-02,-7.017996162176132202e-02,9.535915218293666840e-03,5.678522214293479919e-02
-8.142850399017333984e-01,-1.501594543457031250e+00,2.228913307189941406e+00,8.416630029678344727e-01
1.110206618905067444e-01,-4.952578805387020111e-03,7.400469481945037842e-02,-5.913593340665102005e-03
1.200173050165176392e-02,1.658256724476814270e-02,-1.054990366101264954e-01,2.064462564885616302e-02
-1.204862445592880249e-02,-2.855727681890130043e-03,8.031480945646762848e-03,5.302003398537635803e-02
-1.266656637191772461e+00,-1.162877917289733887e+00,1.808794856071472168e+00,1.282961845397949219e+00
-1.570023298263549805e+00,-1.194104313850402832e+00,1.556663036346435547e+00,3.531325757503509521e-01
5.488479975610971451e-03,3.443805873394012451e-02,-5.187230929732322693e-02,-1.207328066229820251e-01
-1.527141690254211426e+00,-8.630108833312988281e-01,1.751432061195373535e+00,2.744496464729309082e-01
-1.270953297615051270e+00,-7.684935331344604492e-01,1.923163414001464844e+00,6.815872192382812500e-01
