2.029834240674972534e-01,-3.051629066467285156e+00,6.085592508316040039e-01,1.618196606636047363e+00,2.672049283981323242e+00,-1.028286576271057129e+00,-2.084961533546447754e-01,-1.882590532302856445e+00,-1.590301871299743652e+00,-8.268961310386657715e-01,1.963304400444030762e+00,-1.259773850440979004e+00,-9.719760157167911530e-03,-7.524788975715637207e-01,2.134720325469970703e+00,2.743485197424888611e-02
1.045287251472473145e+00,-2.177218437194824219e+00,1.729295611381530762e+00,2.111563920974731445e+00,6.201781630516052246e-01,-2.331040382385253906e+00,-1.380154024809598923e-02,-5.535494685173034668e-01,-3.849660634994506836e+00,-1.739834785461425781e+00,3.297622442245483398e+00,-1.657986760139465332e+00,1.392539024353027344e+00,3.967457294464111328e+00,-1.165754199028015137e+00,-1.543255090713500977e+00
-2.434744536876678467e-01,-6.805092096328735352e-01,2.206519603729248047e+00,3.110877990722656250e+00,3.052190065383911133e+00,-4.190395355224609375e+00,-8.599035739898681641e-01,-1.569370366632938385e-02,-2.218527078628540039e+00,-1.273072838783264160e+00,1.403417468070983887e+00,-2.056994438171386719e+00,-9.840692579746246338e-02,2.607693970203399658e-01,-2.229282140731811523e+00,8.201190233230590820e-01
-9.054487943649291992e-01,-3.705255687236785889e-01,2.513950586318969727e+00,1.654073953628540039e+00,4.475364685058593750e-01,-1.016045093536376953e+00,7.561795711517333984e-01,-1.414327621459960938e+00,-1.435900330543518066e+00,-2.151270627975463867e+00,6.624473333358764648e-01,-9.057217836380004883e-01,5.440999269485473633e-01,-1.714825332164764404e-01,9.801568835973739624e-02,-8.652119040489196777e-01
-1.528522819280624390e-01,-2.302595138549804688e+00,1.626670837402343750e+00,3.339761018753051758e+00,8.942944407463073730e-01,-3.058033466339111328e+00,-6.551971435546875000e-01,6.317398548126220703e-01,-3.133331060409545898e+00,-1.498990893363952637e+00,3.341304779052734375e+00,-2.818310022354125977e+00,3.123745024204254150e-01,7.967879176139831543e-01,-2.098648786544799805e+00,3.095651231706142426e-02
-1.182103157043457031e+00,-1.761797785758972168e+00,1.633592486381530762e+00,1.985920071601867676e+00,3.034100770950317383e+00,-1.251454472541809082e+00,2.102060019969940186e-01,-1.092490792274475098e+00,-2.265521526336669922e+00,-1.692536711692810059e+00,2.752389192581176758e+00,-1.024253606796264648e+00,3.079480230808258057e-01,-1.884661316871643066e+00,3.577999174594879150e-01,-1.681252121925354004e+00
-1.664518594741821289e+00,-3.160105943679809570e+00,1.685396432876586914e+00,2.021377325057983398e+00,2.275163173675537109e+00,-3.453223705291748047e+00,-6.797918081283569336e-01,-8.361610174179077148e-01,-1.442722558975219727e+00,-3.085650205612182617e+00,3.004014253616333008e+00,-7.429626584053039551e-01,-5.862687230110168457e-01,-3.767184913158416748e-01,9.206209778785705566e-01,-1.350934386253356934e+00
-3.819460421800613403e-02,-1.612323641777038574e+00,1.814007282257080078e+00,1.761291027069091797e+00,1.800833702087402344e+00,-1.449081778526306152e+00,-2.667238712310791016e-01,1.584655642509460449e-01,-2.243886470794677734e+00,-1.380782604217529297e+00,2.222786903381347656e+00,-2.210839033126831055e+00,-3.129639327526092529e-01,-7.558152079582214355e-01,7.073820233345031738e-01,-4.922646582126617432e-01
-3.852775692939758301e-01,-3.959755599498748779e-01,2.243621587753295898e+00,4.127810955047607422e+00,1.741050601005554199e+00,-2.080980539321899414e+00,8.514432609081268311e-02,-9.782759547233581543e-01,-2.992547750473022461e+00,-3.831801891326904297e+00,4.501946866512298584e-01,-3.486644029617309570e-01,-2.754465639591217041e-01,1.861836612224578857e-01,-1.374468445777893066e+00,2.061571598052978516e+00
2.237890481948852539e+00,-3.915387868881225586e+00,2.854558229446411133e+00,2.423683166503906250e+00,4.217124879360198975e-01,-4.388123035430908203e+00,1.238920450210571289e+00,-1.399227261543273926e+00,-2.627459049224853516e+00,-3.189079284667968750e+00,-2.860835492610931396e-01,-1.612183213233947754e+00,7.165876030921936035e-02,3.467400670051574707e-01,7.099835276603698730e-01,3.403672277927398682e-01
-1.026691496372222900e-01,-1.183604001998901367e+00,2.325731039047241211e+00,2.821248054504394531e+00,3.325266599655151367e+00,-2.615407466888427734e+00,1.858650892972946167e-01,-4.420162644237279892e-03,-2.426275491714477539e+00,-1.948454022407531738e+00,1.861762642860412598e+00,-2.564410924911499023e+00,-5.304574593901634216e-02,-8.573265075683593750e-01,-1.894792765378952026e-01,4.157833755016326904e-02
1.786106348037719727e+00,-3.257730722427368164e+00,2.066582441329956055e+00,4.075954914093017578e+00,1.189782738685607910e+00,-1.791944861412048340e+00,-6.938204765319824219e-01,-2.294697046279907227e+00,-2.542718410491943359e+00,-2.172426879405975342e-01,1.719242811203002930e+00,4.275106787681579590e-01,1.205236077308654785e+00,-1.668777614831924438e-01,-9.727062582969665527e-01,1.221910238265991211e+00
-1.004359245300292969e+00,-2.988409757614135742e+00,7.283748984336853027e-01,8.807840347290039062e-01,1.799356341361999512e+00,6.719553470611572266e-01,-1.047354340553283691e+00,-4.556689858436584473e-01,-5.966050624847412109e+00,-2.893012046813964844e+00,1.278607606887817383e+00,2.516205012798309326e-01,4.480220377445220947e-01,1.354554891586303711e-01,-1.308800101280212402e+00,1.825675249099731445e+00
-1.855329990386962891e+00,-3.272619962692260742e+00,3.186816722154617310e-02,2.377936124801635742e+00,2.507278919219970703e+00,-1.607524633407592773e+00,-2.843837976455688477e+00,-1.703990817070007324e+00,-1.016156077384948730e+00,-3.291688680648803711e+00,2.771867752075195312e+00,1.406577974557876587e-01,-7.518830895423889160e-01,1.268373608589172363e+00,1.744652032852172852e+00,2.002040863037109375e+00
3.593185842037200928e-01,-1.764953136444091797e+00,3.488413691520690918e-01,3.330861806869506836e+00,1.331117510795593262e+00,-1.612647294998168945e+00,-1.621183633804321289e+00,-1.908199191093444824e+00,-3.039168596267700195e+00,-1.539621233940124512e+00,-3.371060192584991455e-01,1.691394925117492676e+00,1.488305687904357910e+00,-8.213858604431152344e-01,-1.110284566879272461e+00,-2.736789226531982422e+00
3.113000392913818359e-01,-1.220806002616882324e+00,8.548504114151000977e-01,3.350605726242065430e+00,-2.274484038352966309e-01,-1.945663928985595703e+00,-3.717255115509033203e+00,-8.548109233379364014e-02,-2.923433780670166016e+00,-1.757731318473815918e+00,9.193778634071350098e-01,3.737044334411621094e-01,5.040698051452636719e-01,9.868032932281494141e-01,-1.518913984298706055e+00,-2.096387386322021484e+00
1.502584695816040039e+00,-2.181830406188964844e+00,2.262941837310791016e+00,4.255130767822265625e+00,2.134357213973999023e+00,1.963355243206024170e-01,-2.821646451950073242e+00,-2.504011988639831543e-01,-1.279410481452941895e+00,-4.133189618587493896e-01,1.740536332130432129e+00,1.992214083671569824e+00,1.183246821165084839e-01,-1.092873811721801758e+00,3.334349691867828369e-01,4.321493804454803467e-01
-4.559291303157806396e-01,-4.813306629657745361e-01,1.534787058830261230e+00,2.469084978103637695e+00,1.565584778785705566e+00,8.103913813829421997e-02,1.174654960632324219e+00,-1.201885819435119629e+00,-3.196805000305175781e+00,-3.276383876800537109e+00,7.792243361473083496e-01,-2.155674695968627930e+00,3.857209384441375732e-01,7.695301771163940430e-01,-4.282366335391998291e-01,-1.211061596870422363e+00
-9.776607751846313477e-01,-4.229678511619567871e-01,1.371180653572082520e+00,2.576617002487182617e+00,1.468989729881286621e+00,-4.646047651767730713e-01,4.558047354221343994e-01,-5.403508543968200684e-01,-3.885398864746093750e+00,-3.285164594650268555e+00,1.606124281883239746e+00,-2.359151840209960938e+00,1.255484074354171753e-01,8.603419661521911621e-01,-1.616512835025787354e-01,-1.347997784614562988e+00
1.164484858512878418e+00,-9.620521068572998047e-01,1.223426461219787598e+00,2.671539306640625000e+00,1.585787177085876465e+00,1.101238250732421875e+00,-2.801649808883666992e+00,-1.052045106887817383e+00,-2.206987619400024414e+00,-2.752591848373413086e+00,-1.506648063659667969e+00,-2.783882141113281250e+00,7.657276391983032227e-01,-1.309590578079223633e+00,6.025946140289306641e-01,2.024070501327514648e+00
1.005867719650268555e+00,-1.857700109481811523e+00,5.973920822143554688e-01,2.114302396774291992e+00,9.169680476188659668e-01,2.557064890861511230e-01,-1.372653245925903320e+00,-9.870769381523132324e-01,-2.224403858184814453e+00,-2.635933160781860352e+00,-2.748894989490509033e-01,-2.662506341934204102e+00,1.021074652671813965e+00,-8.467515707015991211e-01,-2.016336470842361450e-02,9.377424120903015137e-01
4.008703306317329407e-02,-7.071244716644287109e-01,1.048909783363342285e+00,1.203325390815734863e+00,1.537394642829895020e+00,-2.075822651386260986e-02,-1.226891040802001953e+00,4.033483266830444336e-01,3.565758168697357178e-01,-2.436150312423706055e+00,1.179549321532249451e-01,-2.282701730728149414e+00,1.937166571617126465e+00,1.819926500320434570e-01,3.928123414516448975e-01,5.046269297599792480e-01
-1.451343297958374023e+00,1.500375270843505859e-01,1.821596384048461914e+00,1.939643502235412598e+00,3.684662580490112305e+00,-3.748842477798461914e+00,-2.597618579864501953e+00,1.855738639831542969e+00,-3.043276786804199219e+00,-1.924690008163452148e+00,1.512544870376586914e+00,-3.047985076904296875e+00,2.188795804977416992e+00,-2.412118434906005859e+00,-8.862684369087219238e-01,-6.650061160326004028e-02
-8.666427135467529297e-01,-1.809314370155334473e+00,2.413304567337036133e+00,1.242925763130187988e+00,8.064150810241699219e-01,4.327235817909240723e-01,-2.278457403182983398e+00,-2.877262592315673828e+00,-3.628391742706298828e+00,-3.333673954010009766e+00,2.219473361968994141e+00,-3.397449731826782227e+00,-7.009370923042297363e-01,1.763534188270568848e+00,8.356402516365051270e-01,-1.417510032653808594e+00
-1.061222314834594727e+00,-1.814099073410034180e+00,2.401642560958862305e+00,1.406978607177734375e+00,9.801402091979980469e-01,5.791817903518676758e-01,-2.255937576293945312e+00,-2.820741891860961914e+00,-3.913141965866088867e+00,-3.475522279739379883e+00,2.183386325836181641e+00,-3.478282213211059570e+00,-7.830629944801330566e-01,1.700691580772399902e+00,9.435091018676757812e-01,-1.618636608123779297e+00
2.068624496459960938e+00,-4.047381281852722168e-01,1.818884611129760742e+00,1.181060314178466797e+00,3.766675233840942383e+00,1.036646962165832520e-01,-1.817659139633178711e+00,-2.279237270355224609e+00,-1.174996495246887207e+00,-1.052936911582946777e+00,6.955922245979309082e-01,-1.927528738975524902e+00,1.937173724174499512e+00,1.890062332153320312e+00,3.074937760829925537e-01,1.442822813987731934e-01
