-2.294061422348022461e+00,-3.780099391937255859e+00,3.493144989013671875e+00,-5.537897944450378418e-01,5.167894959449768066e-01,1.259641528129577637e+00,-2.123798608779907227e+00,-3.328595161437988281e+00
1.893732428550720215e+00,-9.923626899719238281e+00,5.061080455780029297e+00,2.460829734802246094e+00,1.796533107757568359e+00,2.103304147720336914e+00,8.668038249015808105e-01,-1.327799081802368164e+00
9.681268781423568726e-02,-6.035771846771240234e+00,3.927085638046264648e+00,-4.815754592418670654e-01,2.132688522338867188e+00,2.252079725265502930e+00,-1.082384109497070312e+00,-2.714731454849243164e+00
-4.369584918022155762e-01,-1.762074828147888184e+00,3.207682132720947266e+00,-6.472477316856384277e-01,1.228978395462036133e+00,-9.382010102272033691e-01,-8.127022385597229004e-01,1.760092824697494507e-01
6.743404865264892578e-01,-7.761435031890869141e+00,3.921345472335815430e+00,4.725154638290405273e-01,9.415869712829589844e-01,2.241060972213745117e+00,-2.242799282073974609e+00,-2.636554241180419922e+00
-1.537369489669799805e+00,-4.100740432739257812e+00,4.228441715240478516e+00,-1.081524372100830078e+00,8.406131863594055176e-01,8.647552132606506348e-02,-1.774742245674133301e+00,-2.348936319351196289e+00
-1.818060576915740967e-01,-6.844511032104492188e+00,6.916144847869873047e+00,1.375220417976379395e+00,-1.169731497764587402e+00,-6.453423500061035156e-01,-3.408999204635620117e+00,-2.362729549407958984e+00
-1.678415894508361816e+00,-3.798057317733764648e+00,3.675417900085449219e+00,-1.218395352363586426e+00,1.229964256286621094e+00,9.687383174896240234e-01,-1.540589094161987305e+00,-2.426281690597534180e+00
2.352596759796142578e+00,-7.488070964813232422e+00,5.145653247833251953e+00,4.503471851348876953e-01,1.765341639518737793e+00,1.326356768608093262e+00,-2.066026449203491211e+00,-1.237863063812255859e+00
-1.313185214996337891e+00,-7.616527557373046875e+00,6.388463497161865234e+00,2.933297872543334961e+00,-4.809195697307586670e-01,7.701970338821411133e-01,-6.737518906593322754e-01,-5.032861709594726562e+00
-1.475968241691589355e+00,-4.265387535095214844e+00,4.990237712860107422e+00,-7.126659154891967773e-01,1.010794758796691895e+00,1.106729626655578613e+00,-1.567777872085571289e+00,-2.788009643554687500e+00
3.814250528812408447e-01,-6.571741104125976562e+00,6.767557859420776367e-01,3.351711273193359375e+00,4.360171318054199219e+00,2.380476474761962891e+00,-1.807007551193237305e+00,-4.345089912414550781e+00
1.039947032928466797e+00,-4.064760684967041016e+00,5.218353271484375000e+00,4.712738096714019775e-01,6.703013896942138672e+00,3.673531293869018555e+00,-6.658670425415039062e+00,-1.793597459793090820e+00
-3.357535362243652344e+00,-8.549177169799804688e+00,3.524197816848754883e+00,3.150113821029663086e+00,-1.612421751022338867e+00,-9.863128513097763062e-02,-5.858287811279296875e+00,-2.381580829620361328e+00
-8.115078806877136230e-01,-4.267759323120117188e+00,1.777377128601074219e+00,2.166654586791992188e+00,5.056819438934326172e+00,-3.156391382217407227e+00,-1.255755871534347534e-01,-1.777674913406372070e+00
1.651287555694580078e+00,-4.530428886413574219e+00,5.266983985900878906e+00,2.833549737930297852e+00,4.333812236785888672e+00,-3.525805234909057617e+00,-1.547229886054992676e+00,-1.661421895027160645e+00
-2.004561662673950195e+00,-3.424262523651123047e+00,2.413177251815795898e+00,4.658529281616210938e+00,2.868816137313842773e+00,-1.710527688264846802e-01,-3.404833555221557617e+00,-6.787589550018310547e+00
-1.268464326858520508e+00,-4.446330070495605469e+00,4.754737377166748047e+00,-1.501070857048034668e+00,1.628885149955749512e+00,1.395838499069213867e+00,-5.006807446479797363e-01,-1.145833015441894531e+00
-1.136215209960937500e+00,-5.365040779113769531e+00,4.533863067626953125e+00,-1.680985212326049805e+00,1.266418337821960449e+00,1.151127457618713379e+00,-1.473412513732910156e+00,-1.422539234161376953e+00
-7.590833187103271484e+00,-3.128686428070068359e+00,2.663683176040649414e+00,9.565006494522094727e-01,2.773385763168334961e+00,-1.330981701612472534e-01,1.149477720260620117e+00,-1.937591195106506348e+00
-5.280528068542480469e+00,-4.734359264373779297e+00,1.536627054214477539e+00,6.420298218727111816e-01,1.155294895172119141e+00,7.419539093971252441e-01,8.312622308731079102e-01,-1.873074293136596680e+00
-3.208979845046997070e+00,-2.403466939926147461e+00,2.514735698699951172e+00,1.273566722869873047e+00,1.523014783859252930e+00,1.606200933456420898e+00,1.490061044692993164e+00,1.357745885848999023e+00
-1.382730126380920410e+00,-5.065874099731445312e+00,6.650441646575927734e+00,4.131542444229125977e-01,4.392969131469726562e+00,3.185343444347381592e-01,2.205734491348266602e+00,-2.253642320632934570e+00
-2.879032850265502930e+00,-6.271379470825195312e+00,4.955421924591064453e+00,-2.307429552078247070e+00,1.894140601158142090e+00,-1.264830827713012695e-01,-2.610617160797119141e+00,-1.018776059150695801e+00
-2.969558238983154297e+00,-6.655599117279052734e+00,5.513621330261230469e+00,-2.455221414566040039e+00,2.058427572250366211e+00,-6.062839925289154053e-02,-3.033616065979003906e+00,-1.154285311698913574e+00
-4.902072429656982422e+00,-2.611699581146240234e+00,2.401633739471435547e+00,-9.554297327995300293e-01,3.940494775772094727e+00,3.912134647369384766e+00,-1.109767198562622070e+00,2.014762312173843384e-01
-2.937454700469970703e+00,-1.980579853057861328e+00,5.071516036987304688e+00,-1.409431338310241699e+00,4.589526176452636719e+00,3.478763699531555176e-01,-1.233697533607482910e+00,-1.991561293601989746e+00
-2.117519617080688477e+00,-2.174237966537475586e+00,6.386216163635253906e+00,-1.901036739349365234e+00,4.534892082214355469e+00,4.631230831146240234e-01,-2.260246753692626953e+00,-8.905450105667114258e-01
-2.709266424179077148e+00,-3.203198194503784180e+00,4.362497806549072266e+00,2.653690278530120850e-01,1.564646959304809570e+00,-6.504260301589965820e-01,1.134495973587036133e+00,-2.236787796020507812e+00
-4.468766212463378906e+00,-2.557225465774536133e+00,5.215284824371337891e+00,-6.261272430419921875e-01,2.323273658752441406e+00,1.356087923049926758e+00,-2.059349060058593750e+00,-3.890294313430786133e+00
