5.586514472961425781e-01,-2.676489591598510742e+00
1.003760933876037598e+00,-3.405069351196289062e+00
8.934244513511657715e-01,-2.997653961181640625e+00
1.091062873601913452e-01,-2.174575567245483398e+00
9.997214078903198242e-01,-3.371577978134155273e+00
7.382807731628417969e-01,-2.979110717773437500e+00
7.998778223991394043e-01,-3.545113086700439453e+00
7.830931544303894043e-01,-2.864802360534667969e+00
9.480267167091369629e-01,-3.061913013458251953e+00
1.074884057044982910e+00,-3.811608076095581055e+00
9.818158745765686035e-01,-3.433540105819702148e+00
1.437628030776977539e+00,-4.295025348663330078e+00
1.257222056388854980e+00,-3.845337629318237305e+00
1.247409939765930176e+00,-5.555707931518554688e+00
1.586124181747436523e+00,-4.662816047668457031e+00
1.926891088485717773e+00,-5.781807422637939453e+00
2.377600908279418945e+00,-8.238402366638183594e+00
8.653393387794494629e-01,-3.002159357070922852e+00
9.533450603485107422e-01,-3.187465190887451172e+00
1.233063817024230957e+00,-3.651945114135742188e+00
9.792054891586303711e-01,-2.916630506515502930e+00
5.884374380111694336e-01,-2.206593275070190430e+00
1.303180336952209473e+00,-4.091787815093994141e+00
1.112983703613281250e+00,-3.642704963684082031e+00
1.180878520011901855e+00,-3.850560903549194336e+00
1.502480506896972656e+00,-4.535220623016357422e+00
1.077995419502258301e+00,-3.671713352203369141e+00
1.125886797904968262e+00,-3.924911260604858398e+00
9.193149805068969727e-01,-3.342950344085693359e+00
1.223554491996765137e+00,-3.924968719482421875e+00
1.447582840919494629e+00,-4.765422821044921875e+00
-5.386829376220703125e+00,-8.306385993957519531e+00
1.019669532775878906e+00,-3.687381267547607422e+00
2.618471860885620117e+00,-8.939262390136718750e+00
2.614139080047607422e+00,-9.148797988891601562e+00
9.341393113136291504e-01,-3.309591293334960938e+00
1.098856329917907715e+00,-3.961314678192138672e+00
1.284525871276855469e+00,-4.511303901672363281e+00
1.517520904541015625e+00,-5.385495185852050781e+00
1.119933366775512695e+00,-3.855899095535278320e+00
9.751180410385131836e-01,-3.367229223251342773e+00
1.153942346572875977e+00,-4.370162963867187500e+00
1.215593814849853516e+00,-4.602239131927490234e+00
1.998716354370117188e+00,-7.338747024536132812e+00
7.635491490364074707e-01,-3.194595098495483398e+00
9.376260042190551758e-01,-3.639832258224487305e+00
7.225437760353088379e-01,-2.758920907974243164e+00
7.520673871040344238e-01,-2.839765548706054688e+00
1.993623733520507812e+00,-6.984511375427246094e+00
2.260772705078125000e+00,-8.054020881652832031e+00
2.023422956466674805e+00,-6.480997085571289062e+00
3.046118319034576416e-01,-2.002740621566772461e+00
-2.628099203109741211e+00,-1.622270226478576660e+00
-3.471555233001708984e+00,-1.763057351112365723e+00
-4.246244430541992188e+00,-2.114938497543334961e+00
-4.004458427429199219e+00,-1.940658211708068848e+00
-4.322046756744384766e+00,-2.117490053176879883e+00
-2.774441719055175781e+00,-1.687530875205993652e+00
-3.525317907333374023e+00,-1.681654095649719238e+00
-4.311713218688964844e+00,-2.103918790817260742e+00
-3.064758062362670898e+00,-1.761979937553405762e+00
-3.256671905517578125e+00,-1.795356154441833496e+00
-3.010712146759033203e+00,-1.717628240585327148e+00
-3.605272293090820312e+00,-1.765076994895935059e+00
-4.424908638000488281e+00,-2.175982236862182617e+00
-3.475401639938354492e+00,-1.812853336334228516e+00
-3.057377576828002930e+00,-1.753056764602661133e+00
-2.868578910827636719e+00,-1.489570379257202148e+00
-3.689084291458129883e+00,-1.813387870788574219e+00
-3.565797090530395508e+00,-1.898681163787841797e+00
-2.151181459426879883e+00,-1.620375871658325195e+00
-3.437777042388916016e+00,-2.008080005645751953e+00
-1.203211903572082520e+00,-1.229695677757263184e+00
-3.842870473861694336e+00,-1.926024794578552246e+00
